Type of crime,Region,Year,The number of crimes,The number of crimes (cases per 100.000 population)
Robbery without violence,Karachay-Cherkess Republic,2018,69,14.7
Robbery without violence,Republic of North Ossetia-Alania,2018,83,11.8
Robbery without violence,Chechen Republic,2018,6,0.4
Robbery without violence,Stavropol Krai,2018,609,21.1
Robbery without violence,Republic of Adygea,2018,53,11.2
Robbery without violence,Republic of Kalmykia,2018,47,17.1
Robbery without violence,Republic of Crimea,2018,525,27.2
Robbery without violence,Krasnodar Krai,2018,1233,21.6
Robbery without violence,Astrakhan Oblast,2018,334,33.5
Robbery without violence,Volgograd Oblast,2018,1340,52.6
Robbery without violence,Rostov Oblast,2018,1758,41.4
Robbery without violence,Sevastopol,2018,119,24.8
Robbery without violence,Republic of Bashkortostan,2018,1169,28.4
Robbery without violence,Mari El Republic,2018,215,31.4
Robbery without violence,Republic of Mordovia,2018,145,17.9
Robbery without violence,Republic of Tatarstan,2018,908,22.9
Robbery without violence,Udmurt Republic,2018,779,52.3
Robbery without violence,Chuvash Republic,2018,234,19.2
Robbery without violence,Perm Krai,2018,855,32.8
Robbery without violence,Kirov Oblast,2018,621,50.6
Robbery without violence,Nizhny Novgorod Oblast,2018,1159,36.1
Robbery without violence,Orenburg Oblast,2018,570,29.5
Robbery without violence,Penza Oblast,2018,253,19.1
Robbery without violence,Samara Oblast,2018,1102,34.3
Robbery without violence,Saratov Oblast,2018,690,27.5
Robbery without violence,Ulyanovsk Oblast,2018,413,33.3
Robbery without violence,Kurgan Oblast,2018,294,35.7
Robbery without violence,Sverdlovsk Oblast,2018,1649,38.1
Robbery without violence,Tyumen Oblast,2018,554,36.2
Robbery without violence,Khanty–Mansi Autonomous Okrug – Yugra,2018,208,12.5
Robbery without violence,Yamalo-Nenets Autonomous Okrug,2018,97,19.0
Robbery without violence,Chelyabinsk Oblast,2018,2466,70.6
Robbery without violence,Altai Republic,2018,36,17.1
Robbery without violence,Republic of Buryatia,2018,718,73.2
Robbery without violence,Tuva Republic,2018,409,126.3
Robbery without violence,Republic of Khakassia,2018,218,40.3
Robbery without violence,Altai Krai,2018,660,29.0
Robbery without violence,Zabaykalsky Krai,2018,461,44.1
Robbery without violence,Krasnoyarsk Krai,2018,1104,38.3
Robbery without violence,Irkutsk Oblast,2018,1287,53.4
Robbery without violence,Kemerovo Oblast,2018,1529,56.9
Robbery without violence,Novosibirsk Oblast,2018,1303,46.5
Robbery without violence,Omsk Oblast,2018,492,25.3
Robbery without violence,Tomsk Oblast,2018,498,46.3
Robbery without violence,Sakha (Yakutia) Republic,2018,312,32.2
Robbery without violence,Kamchatka Krai,2018,97,32.1
Robbery without violence,Primorsky Krai,2018,637,33.6
Robbery without violence,Khabarovsk Krai,2018,620,46.8
Robbery without violence,Amur Oblast,2018,421,53.1
Robbery without violence,Magadan Oblast,2018,66,46.2
Robbery without violence,Sakhalin Oblast,2018,206,43.1
Robbery without violence,Jewish Autonomous Oblast,2018,80,50.3
Robbery without violence,Chukotka Autonomous Okrug,2018,12,25.0
Robbery with violence,Russian Federation,2018,7474,5.1
Robbery with violence,Belgorod Oblast,2018,21,1.4
Robbery with violence,Bryansk Oblast,2018,49,4.1
Robbery with violence,Vladimir Oblast,2018,61,4.4
Robbery with violence,Voronezh Oblast,2018,125,5.3
Robbery with violence,Ivanovo Oblast,2018,54,5.5
Robbery with violence,Kaluga Oblast,2018,41,3.9
Robbery with violence,Kostroma Oblast,2018,21,3.4
Robbery with violence,Kursk Oblast,2018,38,3.4
Robbery with violence,Lipetsk Oblast,2018,45,3.9
Robbery with violence,Moscow Oblast,2018,472,5.8
Robbery with violence,Oryol Oblast,2018,20,2.7
Robbery with violence,Ryazan Oblast,2018,49,4.3
Robbery with violence,Smolensk Oblast,2018,40,4.3
Robbery with violence,Tambov Oblast,2018,17,1.6
Robbery with violence,Tver Oblast,2018,37,2.9
Robbery with violence,Tula Oblast,2018,63,4.1
Robbery with violence,Yaroslavl Oblast,2018,90,7.2
Robbery with violence,Moscow,2018,774,6.1
Robbery with violence,Republic of Karelia,2018,32,5.6
Robbery with violence,Komi Republic,2018,30,3.8
Robbery with violence,Arkhangelsk Oblast,2018,101,9.6
Robbery with violence,Nenets Autonomous Okrug,2018,0,0.0
Robbery with violence,Vologda Oblast,2018,58,4.9
Robbery with violence,Kaliningrad Oblast,2018,45,4.5
Robbery with violence,Leningrad Oblast,2018,137,7.3
Robbery with violence,Murmansk Oblast,2018,16,2.2
Robbery with violence,Novgorod Oblast,2018,24,4.0
Robbery with violence,Pskov Oblast,2018,35,5.6
Robbery with violence,Saint Petersburg,2018,399,7.3
Robbery with violence,Republic of Dagestan,2018,46,1.5
Robbery with violence,Republic of Ingushetia,2018,8,1.7
Robbery with violence,Kabardino-Balkar Republic,2018,23,2.6
Robbery with violence,Karachay-Cherkess Republic,2018,16,3.4
Robbery with violence,Republic of North Ossetia-Alania,2018,14,2.0
Robbery with violence,Chechen Republic,2018,7,0.5
Robbery with violence,Stavropol Krai,2018,126,4.4
Robbery with violence,Republic of Adygea,2018,9,1.9
Robbery with violence,Republic of Kalmykia,2018,5,1.8
Robbery with violence,Republic of Crimea,2018,86,4.5
Robbery with violence,Krasnodar Krai,2018,221,3.9
Robbery with violence,Astrakhan Oblast,2018,52,5.2
Robbery with violence,Volgograd Oblast,2018,149,5.8
Robbery with violence,Rostov Oblast,2018,230,5.4
Robbery with violence,Sevastopol,2018,12,2.5
Robbery with violence,Republic of Bashkortostan,2018,214,5.2
Robbery with violence,Mari El Republic,2018,18,2.6
Robbery with violence,Republic of Mordovia,2018,17,2.1
Robbery with violence,Republic of Tatarstan,2018,167,4.2
Robbery with violence,Udmurt Republic,2018,67,4.5
Robbery with violence,Chuvash Republic,2018,18,1.5
Robbery with violence,Perm Krai,2018,127,4.9
Robbery with violence,Kirov Oblast,2018,56,4.6
Robbery with violence,Nizhny Novgorod Oblast,2018,176,5.5
Robbery with violence,Orenburg Oblast,2018,68,3.5
Robbery with violence,Penza Oblast,2018,22,1.7
Robbery with violence,Samara Oblast,2018,154,4.8
Robbery with violence,Saratov Oblast,2018,95,3.8
Robbery with violence,Ulyanovsk Oblast,2018,79,6.4
Robbery with violence,Kurgan Oblast,2018,78,9.5
Robbery with violence,Sverdlovsk Oblast,2018,284,6.6
Robbery with violence,Tyumen Oblast,2018,61,4.0
Robbery with violence,Khanty–Mansi Autonomous Okrug – Yugra,2018,50,3.0
Robbery with violence,Yamalo-Nenets Autonomous Okrug,2018,14,2.7
Robbery with violence,Chelyabinsk Oblast,2018,237,6.8
Robbery with violence,Altai Republic,2018,15,7.1
Robbery with violence,Republic of Buryatia,2018,54,5.5
Robbery with violence,Tuva Republic,2018,38,11.7
Robbery with violence,Republic of Khakassia,2018,31,5.7
Robbery with violence,Altai Krai,2018,97,4.3
Robbery with violence,Zabaykalsky Krai,2018,97,9.3
Robbery with violence,Krasnoyarsk Krai,2018,176,6.1
Robbery with violence,Irkutsk Oblast,2018,177,7.3
Robbery with violence,Kemerovo Oblast,2018,154,5.7
Robbery with violence,Novosibirsk Oblast,2018,165,5.9
Robbery with violence,Omsk Oblast,2018,88,4.5
Robbery with violence,Tomsk Oblast,2018,61,5.7
Robbery with violence,Sakha (Yakutia) Republic,2018,39,4.0
Robbery with violence,Kamchatka Krai,2018,16,5.3
Robbery with violence,Primorsky Krai,2018,119,6.3
Robbery with violence,Khabarovsk Krai,2018,76,5.7
Robbery with violence,Amur Oblast,2018,46,5.8
Robbery with violence,Magadan Oblast,2018,10,7.0
Robbery with violence,Sakhalin Oblast,2018,31,6.5
Robbery with violence,Jewish Autonomous Oblast,2018,16,10.1
Robbery with violence,Chukotka Autonomous Okrug,2018,0,0.0
Extortion,Russian Federation,2018,5100,3.5
Extortion,Belgorod Oblast,2018,21,1.4
Extortion,Bryansk Oblast,2018,31,2.6
Extortion,Vladimir Oblast,2018,39,2.8
Extortion,Voronezh Oblast,2018,61,2.6
Extortion,Ivanovo Oblast,2018,23,2.3
Extortion,Kaluga Oblast,2018,26,2.5
Extortion,Kostroma Oblast,2018,5,0.8
Extortion,Kursk Oblast,2018,24,2.2
Extortion,Lipetsk Oblast,2018,16,1.4
Extortion,Moscow Oblast,2018,184,2.3
Extortion,Oryol Oblast,2018,15,2.0
Extortion,Ryazan Oblast,2018,5,0.4
Extortion,Smolensk Oblast,2018,30,3.2
Extortion,Tambov Oblast,2018,21,2.0
Extortion,Tver Oblast,2018,39,3.0
Extortion,Tula Oblast,2018,16,1.0
Extortion,Yaroslavl Oblast,2018,47,3.8
Extortion,Moscow,2018,326,2.6
Extortion,Republic of Karelia,2018,48,8.4
Extortion,Komi Republic,2018,72,9.0
Extortion,Arkhangelsk Oblast,2018,87,8.3
Extortion,Nenets Autonomous Okrug,2018,5,11.9
Extortion,Vologda Oblast,2018,47,4.0
Extortion,Kaliningrad Oblast,2018,39,3.9
Extortion,Leningrad Oblast,2018,42,2.2
Extortion,Murmansk Oblast,2018,32,4.5
Extortion,Novgorod Oblast,2018,35,5.8
Extortion,Pskov Oblast,2018,11,1.8
Extortion,Saint Petersburg,2018,64,1.2
Extortion,Republic of Dagestan,2018,53,1.7
Extortion,Republic of Ingushetia,2018,1,0.2
Extortion,Kabardino-Balkar Republic,2018,24,2.7
Extortion,Karachay-Cherkess Republic,2018,30,6.4
Extortion,Republic of North Ossetia-Alania,2018,8,1.1
Extortion,Chechen Republic,2018,0,0.0
Extortion,Stavropol Krai,2018,149,5.2
Extortion,Republic of Adygea,2018,7,1.5
Extortion,Republic of Kalmykia,2018,15,5.5
Extortion,Republic of Crimea,2018,27,1.4
Extortion,Krasnodar Krai,2018,126,2.2
Extortion,Astrakhan Oblast,2018,22,2.2
Extortion,Volgograd Oblast,2018,79,3.1
Extortion,Rostov Oblast,2018,74,1.7
Extortion,Sevastopol,2018,10,2.1
Extortion,Republic of Bashkortostan,2018,169,4.1
Extortion,Mari El Republic,2018,37,5.4
Extortion,Republic of Mordovia,2018,8,1.0
Extortion,Republic of Tatarstan,2018,259,6.5
Extortion,Udmurt Republic,2018,115,7.7
Extortion,Chuvash Republic,2018,49,4.0
Extortion,Perm Krai,2018,128,4.9
Extortion,Kirov Oblast,2018,85,6.9
Extortion,Nizhny Novgorod Oblast,2018,144,4.5
Extortion,Orenburg Oblast,2018,42,2.2
Extortion,Penza Oblast,2018,23,1.7
Extortion,Samara Oblast,2018,105,3.3
Extortion,Saratov Oblast,2018,75,3.0
Extortion,Ulyanovsk Oblast,2018,45,3.6
Extortion,Kurgan Oblast,2018,26,3.2
Extortion,Sverdlovsk Oblast,2018,96,2.2
Extortion,Tyumen Oblast,2018,172,11.2
Extortion,Khanty–Mansi Autonomous Okrug – Yugra,2018,97,5.8
Extortion,Yamalo-Nenets Autonomous Okrug,2018,21,4.1
Extortion,Chelyabinsk Oblast,2018,220,6.3
Extortion,Altai Republic,2018,15,7.1
Extortion,Republic of Buryatia,2018,51,5.2
Extortion,Tuva Republic,2018,3,0.9
Extortion,Republic of Khakassia,2018,25,4.6
Extortion,Altai Krai,2018,108,4.7
Extortion,Zabaykalsky Krai,2018,45,4.3
Extortion,Krasnoyarsk Krai,2018,86,3.0
Extortion,Irkutsk Oblast,2018,60,2.5
Extortion,Kemerovo Oblast,2018,89,3.3
Extortion,Novosibirsk Oblast,2018,182,6.5
Extortion,Omsk Oblast,2018,19,1.0
Extortion,Tomsk Oblast,2018,23,2.1
Extortion,Sakha (Yakutia) Republic,2018,32,3.3
Extortion,Kamchatka Krai,2018,13,4.3
Extortion,Primorsky Krai,2018,76,4.0
Extortion,Khabarovsk Krai,2018,37,2.8
Extortion,Amur Oblast,2018,47,5.9
Extortion,Magadan Oblast,2018,6,4.2
Extortion,Sakhalin Oblast,2018,22,4.6
Extortion,Jewish Autonomous Oblast,2018,10,6.3
Extortion,Chukotka Autonomous Okrug,2018,0,0.0
Hooliganism,Russian Federation,2018,2091,1.4
Hooliganism,Belgorod Oblast,2018,8,0.5
Hooliganism,Bryansk Oblast,2018,12,1.0
Hooliganism,Vladimir Oblast,2018,5,0.4
Hooliganism,Voronezh Oblast,2018,14,0.6
Hooliganism,Ivanovo Oblast,2018,12,1.2
Hooliganism,Kaluga Oblast,2018,10,1.0
Hooliganism,Kostroma Oblast,2018,4,0.6
Hooliganism,Kursk Oblast,2018,0,0.0
Hooliganism,Lipetsk Oblast,2018,6,0.5
Hooliganism,Moscow Oblast,2018,154,1.9
Hooliganism,Oryol Oblast,2018,9,1.2
Hooliganism,Ryazan Oblast,2018,7,0.6
Hooliganism,Smolensk Oblast,2018,24,2.6
Hooliganism,Tambov Oblast,2018,19,1.8
Hooliganism,Tver Oblast,2018,15,1.2
Hooliganism,Tula Oblast,2018,11,0.7
Hooliganism,Yaroslavl Oblast,2018,19,1.5
Hooliganism,Moscow,2018,342,2.7
Hooliganism,Republic of Karelia,2018,19,3.3
Hooliganism,Komi Republic,2018,20,2.5
Hooliganism,Arkhangelsk Oblast,2018,26,2.5
Hooliganism,Nenets Autonomous Okrug,2018,4,9.5
Hooliganism,Vologda Oblast,2018,14,1.2
Hooliganism,Kaliningrad Oblast,2018,12,1.2
Hooliganism,Leningrad Oblast,2018,34,1.8
Hooliganism,Murmansk Oblast,2018,15,2.1
Hooliganism,Novgorod Oblast,2018,15,2.5
Hooliganism,Pskov Oblast,2018,7,1.1
Hooliganism,Saint Petersburg,2018,93,1.7
Hooliganism,Republic of Dagestan,2018,17,0.6
Hooliganism,Republic of Ingushetia,2018,3,0.6
Hooliganism,Kabardino-Balkar Republic,2018,6,0.7
Hooliganism,Karachay-Cherkess Republic,2018,6,1.3
Hooliganism,Republic of North Ossetia-Alania,2018,4,0.6
Hooliganism,Chechen Republic,2018,1,0.1
Hooliganism,Stavropol Krai,2018,37,1.3
Hooliganism,Republic of Adygea,2018,2,0.4
Hooliganism,Republic of Kalmykia,2018,5,1.8
Hooliganism,Republic of Crimea,2018,9,0.5
Hooliganism,Krasnodar Krai,2018,54,0.9
Hooliganism,Astrakhan Oblast,2018,20,2.0
Hooliganism,Volgograd Oblast,2018,79,3.1
Hooliganism,Rostov Oblast,2018,29,0.7
Hooliganism,Sevastopol,2018,6,1.3
Hooliganism,Republic of Bashkortostan,2018,33,0.8
Hooliganism,Mari El Republic,2018,5,0.7
Hooliganism,Republic of Mordovia,2018,2,0.2
Hooliganism,Republic of Tatarstan,2018,28,0.7
Hooliganism,Udmurt Republic,2018,70,4.7
Hooliganism,Chuvash Republic,2018,13,1.1
Hooliganism,Perm Krai,2018,12,0.5
Hooliganism,Kirov Oblast,2018,63,5.1
Hooliganism,Nizhny Novgorod Oblast,2018,50,1.6
Hooliganism,Orenburg Oblast,2018,15,0.8
Hooliganism,Penza Oblast,2018,3,0.2
Hooliganism,Samara Oblast,2018,21,0.7
Hooliganism,Saratov Oblast,2018,10,0.4
Hooliganism,Ulyanovsk Oblast,2018,7,0.6
Hooliganism,Kurgan Oblast,2018,10,1.2
Hooliganism,Sverdlovsk Oblast,2018,39,0.9
Hooliganism,Tyumen Oblast,2018,38,2.5
Hooliganism,Khanty–Mansi Autonomous Okrug – Yugra,2018,37,2.2
Hooliganism,Yamalo-Nenets Autonomous Okrug,2018,6,1.2
Hooliganism,Chelyabinsk Oblast,2018,83,2.4
Hooliganism,Altai Republic,2018,2,0.9
Hooliganism,Republic of Buryatia,2018,30,3.1
Hooliganism,Tuva Republic,2018,14,4.3
Hooliganism,Republic of Khakassia,2018,7,1.3
Hooliganism,Altai Krai,2018,7,0.3
Hooliganism,Zabaykalsky Krai,2018,14,1.3
Hooliganism,Krasnoyarsk Krai,2018,28,1.0
Hooliganism,Irkutsk Oblast,2018,13,0.5
Hooliganism,Kemerovo Oblast,2018,7,0.3
Hooliganism,Novosibirsk Oblast,2018,51,1.8
Hooliganism,Omsk Oblast,2018,7,0.4
Hooliganism,Tomsk Oblast,2018,3,0.3
Hooliganism,Sakha (Yakutia) Republic,2018,21,2.2
Hooliganism,Kamchatka Krai,2018,1,0.3
Hooliganism,Primorsky Krai,2018,14,0.7
Hooliganism,Khabarovsk Krai,2018,9,0.7
Hooliganism,Amur Oblast,2018,3,0.4
Hooliganism,Magadan Oblast,2018,1,0.7
Hooliganism,Sakhalin Oblast,2018,11,2.3
Hooliganism,Jewish Autonomous Oblast,2018,2,1.3
Hooliganism,Chukotka Autonomous Okrug,2018,1,2.1
Crimes in the Sphere of Economic Activity,Russian Federation,2018,109463,74.1
Crimes in the Sphere of Economic Activity,Belgorod Oblast,2018,793,51.1
Crimes in the Sphere of Economic Activity,Bryansk Oblast,2018,562,46.5
Crimes in the Sphere of Economic Activity,Vladimir Oblast,2018,977,70.3
Crimes in the Sphere of Economic Activity,Voronezh Oblast,2018,1576,67.3
Crimes in the Sphere of Economic Activity,Ivanovo Oblast,2018,700,71.4
Crimes in the Sphere of Economic Activity,Kaluga Oblast,2018,823,78.3
Crimes in the Sphere of Economic Activity,Kostroma Oblast,2018,432,70.2
Crimes in the Sphere of Economic Activity,Kursk Oblast,2018,634,57.0
Crimes in the Sphere of Economic Activity,Lipetsk Oblast,2018,545,46.8
Crimes in the Sphere of Economic Activity,Moscow Oblast,2018,3688,45.6
Crimes in the Sphere of Economic Activity,Oryol Oblast,2018,508,68.2
Crimes in the Sphere of Economic Activity,Ryazan Oblast,2018,744,65.8
Crimes in the Sphere of Economic Activity,Smolensk Oblast,2018,660,70.6
Crimes in the Sphere of Economic Activity,Tambov Oblast,2018,457,44.2
Crimes in the Sphere of Economic Activity,Tver Oblast,2018,1001,78.1
Crimes in the Sphere of Economic Activity,Tula Oblast,2018,917,59.8
Crimes in the Sphere of Economic Activity,Yaroslavl Oblast,2018,650,51.9
Crimes in the Sphere of Economic Activity,Moscow,2018,12997,102.6
Crimes in the Sphere of Economic Activity,Republic of Karelia,2018,469,82.0
Crimes in the Sphere of Economic Activity,Komi Republic,2018,799,100.4
Crimes in the Sphere of Economic Activity,Arkhangelsk Oblast,2018,1113,106.1
Crimes in the Sphere of Economic Activity,Nenets Autonomous Okrug,2018,69,164.1
Crimes in the Sphere of Economic Activity,Vologda Oblast,2018,775,65.9
Crimes in the Sphere of Economic Activity,Kaliningrad Oblast,2018,608,61.0
Crimes in the Sphere of Economic Activity,Leningrad Oblast,2018,1226,65.5
Crimes in the Sphere of Economic Activity,Murmansk Oblast,2018,463,64.8
Crimes in the Sphere of Economic Activity,Novgorod Oblast,2018,472,78.2
Crimes in the Sphere of Economic Activity,Pskov Oblast,2018,590,94.3
Crimes in the Sphere of Economic Activity,Saint Petersburg,2018,3196,58.2
Crimes in the Sphere of Economic Activity,Republic of Dagestan,2018,2117,68.6
Crimes in the Sphere of Economic Activity,Republic of Ingushetia,2018,198,41.2
Crimes in the Sphere of Economic Activity,Kabardino-Balkar Republic,2018,697,78.4
Crimes in the Sphere of Economic Activity,Karachay-Cherkess Republic,2018,493,104.9
Crimes in the Sphere of Economic Activity,Republic of North Ossetia-Alania,2018,781,111.5
Crimes in the Sphere of Economic Activity,Chechen Republic,2018,621,43.2
Crimes in the Sphere of Economic Activity,Stavropol Krai,2018,2214,76.9
Crimes in the Sphere of Economic Activity,Republic of Adygea,2018,305,64.5
Crimes in the Sphere of Economic Activity,Republic of Kalmykia,2018,195,71.0
Crimes in the Sphere of Economic Activity,Republic of Crimea,2018,1037,53.7
Crimes in the Sphere of Economic Activity,Krasnodar Krai,2018,4048,71.1
Crimes in the Sphere of Economic Activity,Astrakhan Oblast,2018,905,90.7
Crimes in the Sphere of Economic Activity,Volgograd Oblast,2018,1483,58.2
Crimes in the Sphere of Economic Activity,Rostov Oblast,2018,2178,51.3
Crimes in the Sphere of Economic Activity,Sevastopol,2018,240,50.0
Crimes in the Sphere of Economic Activity,Republic of Bashkortostan,2018,2456,59.6
Crimes in the Sphere of Economic Activity,Mari El Republic,2018,542,79.1
Crimes in the Sphere of Economic Activity,Republic of Mordovia,2018,789,97.2
Crimes in the Sphere of Economic Activity,Republic of Tatarstan,2018,2204,55.6
Crimes in the Sphere of Economic Activity,Udmurt Republic,2018,1245,83.6
Crimes in the Sphere of Economic Activity,Chuvash Republic,2018,1018,83.3
Crimes in the Sphere of Economic Activity,Perm Krai,2018,2065,79.3
Crimes in the Sphere of Economic Activity,Kirov Oblast,2018,786,64.0
Crimes in the Sphere of Economic Activity,Nizhny Novgorod Oblast,2018,2145,66.8
Crimes in the Sphere of Economic Activity,Orenburg Oblast,2018,1299,67.3
Crimes in the Sphere of Economic Activity,Penza Oblast,2018,686,51.8
Crimes in the Sphere of Economic Activity,Samara Oblast,2018,2246,69.9
Crimes in the Sphere of Economic Activity,Saratov Oblast,2018,1597,63.7
Crimes in the Sphere of Economic Activity,Ulyanovsk Oblast,2018,826,66.7
Crimes in the Sphere of Economic Activity,Kurgan Oblast,2018,655,79.5
Crimes in the Sphere of Economic Activity,Sverdlovsk Oblast,2018,2528,58.5
Crimes in the Sphere of Economic Activity,Tyumen Oblast,2018,1202,78.5
Crimes in the Sphere of Economic Activity,Khanty–Mansi Autonomous Okrug – Yugra,2018,1326,79.8
Crimes in the Sphere of Economic Activity,Yamalo-Nenets Autonomous Okrug,2018,336,65.7
Crimes in the Sphere of Economic Activity,Chelyabinsk Oblast,2018,3137,89.8
Crimes in the Sphere of Economic Activity,Altai Republic,2018,172,81.5
Crimes in the Sphere of Economic Activity,Republic of Buryatia,2018,730,74.4
Crimes in the Sphere of Economic Activity,Tuva Republic,2018,172,53.1
Crimes in the Sphere of Economic Activity,Republic of Khakassia,2018,338,62.5
Crimes in the Sphere of Economic Activity,Altai Krai,2018,1031,45.3
Crimes in the Sphere of Economic Activity,Zabaykalsky Krai,2018,373,35.7
Crimes in the Sphere of Economic Activity,Krasnoyarsk Krai,2018,1582,54.9
Crimes in the Sphere of Economic Activity,Irkutsk Oblast,2018,2003,83.2
Crimes in the Sphere of Economic Activity,Kemerovo Oblast,2018,1071,39.9
Crimes in the Sphere of Economic Activity,Novosibirsk Oblast,2018,2126,75.9
Crimes in the Sphere of Economic Activity,Omsk Oblast,2018,1662,85.6
Crimes in the Sphere of Economic Activity,Tomsk Oblast,2018,627,58.3
Crimes in the Sphere of Economic Activity,Sakha (Yakutia) Republic,2018,590,60.9
Crimes in the Sphere of Economic Activity,Kamchatka Krai,2018,297,98.2
Crimes in the Sphere of Economic Activity,Primorsky Krai,2018,945,49.8
Crimes in the Sphere of Economic Activity,Khabarovsk Krai,2018,710,53.6
Crimes in the Sphere of Economic Activity,Amur Oblast,2018,448,56.5
Crimes in the Sphere of Economic Activity,Magadan Oblast,2018,222,155.3
Crimes in the Sphere of Economic Activity,Sakhalin Oblast,2018,305,63.8
Crimes in the Sphere of Economic Activity,Jewish Autonomous Oblast,2018,96,60.3
Crimes in the Sphere of Economic Activity,Chukotka Autonomous Okrug,2018,34,70.8
Murder,Russian Federation,2019,7879,5.3
Murder,Belgorod Oblast,2019,47,3.0
Murder,Bryansk Oblast,2019,56,4.7
Murder,Vladimir Oblast,2019,62,4.5
Murder,Voronezh Oblast,2019,86,3.7
Murder,Ivanovo Oblast,2019,53,5.5
Murder,Kaluga Oblast,2019,48,4.6
Murder,Kostroma Oblast,2019,31,5.1
Murder,Kursk Oblast,2019,32,2.9
Murder,Lipetsk Oblast,2019,48,4.1
Murder,Moscow Oblast,2019,364,4.4
